Registration Date,Participant Constituent ID,Participant Donor Status,Is Prior Participant,Is Team Captain,Team ID,Participation Type Name,Participant Gender,Age,Address  -  Participant ZIP/Postal Code,Please choose the closest affiliation you have ...,Facebook Fundraiser ID,Self Donor,Total of All Confirmed Gifts($),All Confirmed Gifts,Total From Participant($),Unique Donors,Recruited Participants Count,Emails Sent,Discount Code Used             
10/3/19,1044409,Donor,Yes,FALSE,5080,Run/Walk Registration,Male,78,90066-1533,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/3/19,1158641,Donor,N/A,FALSE,4885,Run/Walk Registration,Male,27,90746-1827,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/3/19,1140100,Donor,Yes,FALSE,5035,Run/Walk Registration,Female,49,90049-5843,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
10/3/19,1158645,Unknown,Yes,FALSE,5031,Run/Walk Registration,Female,77,92317-1223,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/3/19,1158644,Unknown,Yes,FALSE,5031,Run/Walk Registration,Female,40,92317-1223,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/3/19,1158646,Unknown,Yes,FALSE,5031,Run/Walk Youth (11 & Under),Female,12,92317-1223,User Provided No Response,,TRUE,$0.00,0,$0.00,0,0,0,
10/3/19,1181131,Unknown,Yes,FALSE,5079,Run/Walk Registration,Male,48,91362-5146,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/3/19,1044066,Unknown,Yes,FALSE,5079,Run/Walk Youth (11 & Under),Male,17,91362-5146,I lost a loved one to pancreatic cancer,,TRUE,$56.00,1,$56.00,1,0,0,
10/3/19,1245587,Unknown,Yes,FALSE,5079,Run/Walk Youth (11 & Under),Female,15,91362-5146,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/3/19,1245589,Unknown,Yes,FALSE,5079,Run/Walk Youth (11 & Under),Male,8,91362-5146,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/3/19,1055550,Donor,Yes,FALSE,4907,Run/Walk Registration,Female,63,90056-1004,I lost a loved one to pancreatic cancer,,TRUE,$56.00,1,$56.00,1,0,0,TRUE
10/3/19,1130387,Donor,Yes,FALSE,4907,Virtual Walker/Runner,Male,59,90056-1004,I lost a loved one to pancreatic cancer,,TRUE,$56.00,1,$56.00,1,0,0,TRUE
10/4/19,1085408,Donor,Yes,FALSE,4950,Run/Walk Registration,Female,38,90245-4086,I lost a loved one to pancreatic cancer,,TRUE,$25.00,1,$25.00,1,0,0,
10/4/19,1052809,Donor,N/A,FALSE,4883,Run/Walk Registration,Female,34,90292-5367,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/4/19,1158667,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,40,91354-1175,I am a running enthusiast,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158668,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,41,90036-4366,I have a family member with pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158669,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Male,39,91773-2703,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158673,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,34,93552-6016,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158674,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,51,91773-2703,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158675,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,56,91773-2703,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158676,Unknown,N/A,FALSE,5056,Run/Walk Registration,Male,22,91773-2703,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1158678,Unknown,N/A,FALSE,5056,Run/Walk Registration,Male,22,91773-2703,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1106308,Donor,Yes,FALSE,4888,Run/Walk Registration,Female,59,90278-4016,I have lost someone to cancer,,TRUE,$475.00,4,$100.00,4,0,25,
10/4/19,1158679,Non-Donor,N/A,FALSE,4903,Run/Walk Registration,Female,61,90024-6524,I am a running enthusiast,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1116031,Donor,Yes,FALSE,4957,Run/Walk Registration,Unknown,,92037-2110,I lost a loved one to pancreatic cancer,,TRUE,$100.00,1,$100.00,1,0,0,
10/4/19,1140818,Unknown,Yes,FALSE,4957,Run/Walk Registration,Male,82,92037-2110,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/4/19,1245949,Unknown,Yes,FALSE,4878,Run/Walk Registration,Male,66,91381-1016,,,TRUE,$500.00,1,$500.00,1,0,0,TRUE
10/4/19,1129647,Unknown,N/A,FALSE,4878,Run/Walk Registration,Female,65,91381-1016,User Provided No Response,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1141140,Non-Donor,Yes,FALSE,5008,Run/Walk Registration,Female,54,90036-3613,I have a friend with pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/4/19,1236971,Donor,N/A,FALSE,4819,Run/Walk Registration,Female,56,90067-3804,I have lost someone to cancer,,TRUE,$56.00,1,$56.00,1,0,0,
10/4/19,1158683,Donor,N/A,FALSE,,Run/Walk Registration,Female,46,90249-1534,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/4/19,1158686,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,55,93551-5016,I am a member of the medical community,,TRUE,$425.00,5,$150.00,5,0,0,
10/4/19,1061892,Donor,Yes,FALSE,5027,Run/Walk Registration,Female,41,90041-2216,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/4/19,1158691,Donor,N/A,FALSE,,Run/Walk Registration,Female,48,90270-4406,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/4/19,1158692,Unknown,N/A,FALSE,,Run/Walk Youth (11 & Under),Female,16,90270-4406,I am a running enthusiast,,TRUE,$0.00,0,$0.00,0,0,0,
10/4/19,1082070,Donor,N/A,FALSE,,Run/Walk Registration,Male,64,90077-2219,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/5/19,1158698,Donor,N/A,FALSE,,Run/Walk Registration,Female,60,90502-3158,I am a running enthusiast,TRUE,TRUE,$85.00,3,$0.00,4,0,0,
10/5/19,1158699,Donor,N/A,FALSE,4885,Run/Walk Registration,Female,52,92620-3500,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/5/19,1158700,Donor,N/A,FALSE,,Run/Walk Registration,Female,51,90810-1336,I have lost someone to cancer,,TRUE,$125.00,3,$50.00,3,0,1,TRUE
10/5/19,1218343,Unknown,N/A,FALSE,4940,Run/Walk Registration,Male,25,91436-3134,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/5/19,1158708,Donor,N/A,FALSE,4888,Run/Walk Registration,Female,77,90505-7790,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/5/19,1083464,Donor,Yes,TRUE,5081,Run/Walk Registration,Female,36,91604-5027,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/5/19,1066950,Donor,Yes,FALSE,4907,Run/Walk Registration,Female,69,91311-1448,I lost a loved one to pancreatic cancer,,TRUE,$22.00,1,$22.00,1,0,0,
10/5/19,1116852,Donor,Yes,FALSE,4957,Run/Walk Registration,Female,40,90402-1161,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/5/19,1116846,Unknown,Yes,FALSE,4957,Run/Walk Registration,Male,42,90006-5114,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1130853,Donor,N/A,FALSE,4962,Run/Walk Registration,Male,69,90266-4042,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/5/19,1158715,Unknown,Yes,FALSE,4830,Run/Walk Registration,Female,73,90808-2647,I have lost someone to cancer,,TRUE,$22.00,1,$22.00,1,0,0,
10/5/19,1158716,Donor,N/A,TRUE,5082,Run/Walk Registration,Male,46,90404-1333,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,1,0,
10/5/19,1158717,Unknown,N/A,FALSE,5082,Run/Walk Registration,Female,44,90404-1333,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1158718,Unknown,N/A,FALSE,5082,Run/Walk Registration,Female,21,90404-1333,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1114940,Unknown,N/A,FALSE,5079,Run/Walk Registration,Female,31,92831-2346,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1053648,Donor,Yes,FALSE,5079,Run/Walk Registration,Male,71,91773-0583,I lost a loved one to pancreatic cancer,,TRUE,"$1,000.00",1,"$1,000.00",1,0,0,
10/5/19,1140454,Unknown,Yes,FALSE,5079,Run/Walk Registration,Female,59,91724-3720,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1158722,Unknown,N/A,FALSE,5079,Run/Walk Registration,Female,23,91724-3720,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1158721,Unknown,N/A,FALSE,5079,Run/Walk Registration,Male,33,91724-3710,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1055178,Unknown,N/A,FALSE,5079,Run/Walk Registration,Male,38,91601-3768,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/5/19,1139490,Donor,Yes,FALSE,4885,Run/Walk Registration,Female,43,90250-7893,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/5/19,1141552,Donor,Yes,FALSE,4830,Run/Walk Registration,Male,56,90245-3791,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1158727,Donor,N/A,FALSE,,Run/Walk Registration,Female,68,90503-5005,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/6/19,1060625,Donor,Yes,TRUE,5083,Run/Walk Registration,Female,45,90247-1815,I lost a loved one to pancreatic cancer,,TRUE,$100.00,1,$100.00,1,0,0,
10/6/19,1080261,Donor,N/A,FALSE,5083,Run/Walk Registration,Female,45,90249-4811,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/6/19,1240907,Unknown,N/A,FALSE,5083,Run/Walk Registration,Male,45,90249-4811,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/6/19,1240908,Unknown,N/A,FALSE,5083,Run/Walk Youth (11 & Under),Male,15,90249-4811,,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/6/19,1240909,Unknown,N/A,FALSE,5083,Run/Walk Youth (11 & Under),Male,13,90249-4811,,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/6/19,1240910,Unknown,N/A,FALSE,5083,Run/Walk Youth (11 & Under),Female,11,90249-4811,,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/6/19,1066416,Donor,N/A,FALSE,4907,Run/Walk Registration,Male,69,90210-3932,I have lost someone to cancer,,TRUE,$10.00,1,$10.00,1,0,0,TRUE
10/6/19,1010023,Donor,Yes,FALSE,4790,Run/Walk Registration,Female,74,90230-4420,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1117348,Donor,Yes,FALSE,4957,Run/Walk Registration,Female,80,46240-0038,I lost a loved one to pancreatic cancer,,TRUE,$500.00,1,$500.00,1,0,0,
10/6/19,1158741,Donor,N/A,FALSE,,Run/Walk Registration,Female,34,90027-5949,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1158742,Donor,N/A,FALSE,,Run/Walk Registration,Female,24,90024-8301,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1158744,Donor,N/A,FALSE,,Run/Walk Registration,Male,46,84098-5921,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1158745,Donor,N/A,FALSE,4953,Run/Walk Youth (11 & Under),Female,15,91344-5007,User Provided No Response,,TRUE,$22.00,1,$22.00,1,0,0,
10/6/19,1158746,Indirect Donor,N/A,FALSE,,Virtual Walker/Runner,Female,91,91702-3801,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/6/19,1181470,Donor,Yes,FALSE,,Run/Walk Registration,Female,56,91702-3801,I lost a loved one to pancreatic cancer,,TRUE,$850.00,14,$150.00,14,0,0,
10/6/19,1089255,Unknown,Yes,FALSE,4907,Run/Walk Registration,Male,68,91311-3918,I know someone with cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/6/19,1089328,Donor,Yes,FALSE,4907,Run/Walk Registration,Female,66,91311-3918,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1078730,Donor,Yes,FALSE,4961,Run/Walk Registration,Female,53,90032-3354,I lost a loved one to pancreatic cancer,,TRUE,$50.00,1,$0.00,2,0,0,
10/6/19,1107814,Donor,N/A,FALSE,,Run/Walk Registration,Male,36,90038-2523,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1158749,Donor,N/A,FALSE,,Run/Walk Registration,Male,41,91406-4226,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/6/19,1158415,Donor,N/A,FALSE,,Run/Walk Registration,Female,21,90019-4726,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/6/19,1117158,Donor,Yes,FALSE,5050,Run/Walk Registration,Female,79,90025-4185,I know someone with cancer,,TRUE,$22.00,1,$22.00,1,0,0,TRUE
10/6/19,1158754,Donor,N/A,FALSE,,Run/Walk Registration,Female,44,90201-6011,Other,,TRUE,$45.00,1,$45.00,1,0,0,
10/6/19,1245012,Donor,N/A,FALSE,4790,Run/Walk Registration,Female,63,98257-9464,I have lost someone to cancer,,TRUE,$22.00,1,$22.00,1,0,0,TRUE
10/7/19,1158581,Donor,N/A,FALSE,,Run/Walk Registration,Male,51,91335-3579,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158766,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,45,91103-3119,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158768,Donor,N/A,FALSE,4885,Run/Walk Registration,Female,44,92836-8187,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/7/19,1158769,Unknown,N/A,FALSE,4885,Run/Walk Registration,Male,43,92836-8187,Other,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158770,Non-Donor,N/A,FALSE,5008,Run/Walk Registration,Male,60,90025-1550,I lost a loved one to pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158773,Indirect Donor,N/A,FALSE,5008,Run/Walk Registration,Male,66,91301-6424,Other,,TRUE,$30.00,1,$30.00,1,0,0,TRUE
10/7/19,1158775,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,39,91384-3779,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158776,Unknown,N/A,FALSE,5056,Run/Walk Youth (11 & Under),Female,14,91384-3779,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158778,Donor,N/A,FALSE,,Run/Walk Registration,Male,27,90036-3746,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158781,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,28,91355-3510,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158789,Non-Donor,N/A,FALSE,5028,Run/Walk Registration,Male,43,90026-1636,Other,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1219856,Donor,N/A,FALSE,4818,Run/Walk Registration,Female,55,91436-3630,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158790,Donor,N/A,FALSE,4818,Run/Walk Registration,Male,18,91436-3630,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1219860,Donor,N/A,FALSE,4818,Run/Walk Registration,Male,17,91436-3630,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158794,Donor,N/A,FALSE,,Run/Walk Registration,Female,71,91214-1065,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158795,Donor,N/A,FALSE,,Run/Walk Registration,Female,68,91206-1917,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1219858,Donor,N/A,FALSE,4818,Run/Walk Registration,Female,15,91436-3630,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158799,Donor,N/A,FALSE,4849,Virtual Walker/Runner,Female,63,89121-5233,I have a friend with pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1109731,Donor,Yes,FALSE,5034,Run/Walk Registration,Male,60,91301-4041,I have a family member with pancreatic cancer,,TRUE,$136.00,4,$0.00,5,1,0,
10/7/19,1140260,Donor,N/A,TRUE,5084,Run/Walk Registration,Female,50,91436-4029,I lost a loved one to pancreatic cancer,,TRUE,"$1,000.00",1,$0.00,2,0,0,
10/7/19,1141979,Donor,Yes,TRUE,5085,Run/Walk Registration,Male,12,90245-2639,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1035287,Donor,Yes,FALSE,5086,Run/Walk Registration - early bird,Female,41,30350-2988,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/7/19,1128497,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,52,93063-0424,I am a member of the medical community,,TRUE,$100.00,1,$100.00,1,0,0,
10/7/19,1140954,Donor,Yes,TRUE,5087,Run/Walk Registration - early bird,Male,42,93021-5060,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158801,Donor,N/A,FALSE,5085,Run/Walk Registration,Female,40,90245-2639,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158804,Non-Donor,N/A,FALSE,5056,Run/Walk Registration,Female,43,91604,I know someone with cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1140258,Donor,Yes,TRUE,5084,Run/Walk Registration,Male,77,90402-2645,I lost a loved one to pancreatic cancer,,TRUE,"$1,300.00",5,"$1,000.00",5,1,0,
10/7/19,1139461,Donor,Yes,FALSE,4885,Run/Walk Registration,Male,36,90304-2327,I lost a loved one to pancreatic cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1158806,Donor,N/A,FALSE,4878,Run/Walk Registration - early bird,Male,76,90295-2950,User Provided No Response,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1131618,Donor,Yes,FALSE,4789,Run/Walk Registration,Male,39,92027-2945,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1141626,Unknown,Yes,FALSE,4965,Run/Walk Youth (11 & Under),Male,13,92649-6423,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1141625,Unknown,Yes,FALSE,4965,Run/Walk Youth (11 & Under),Male,12,92649-6423,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/7/19,1141102,Donor,N/A,FALSE,4789,Run/Walk Registration,Female,33,90266-3926,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1140550,Donor,Yes,FALSE,4991,Run/Walk Registration,Male,40,93105-4111,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1055180,Donor,Yes,FALSE,4991,Run/Walk Registration,Male,48,93105-4111,Other,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1245224,Unknown,Yes,FALSE,5068,Run/Walk Registration,Male,64,91350-4306,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/7/19,1091777,Donor,Yes,FALSE,5068,Run/Walk Registration,Female,63,91350-4306,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1089226,Donor,N/A,FALSE,4950,Run/Walk Registration,Male,89,90240-3743,I lost a loved one to pancreatic cancer,,TRUE,$100.00,1,$100.00,1,0,0,
10/7/19,1246900,Unknown,Yes,FALSE,5084,Run/Walk Registration,Female,76,90402-2645,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158817,Donor,N/A,FALSE,4790,Run/Walk Registration,Female,31,90039-3025,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/7/19,1158818,Donor,N/A,FALSE,4790,Run/Walk Registration,Male,35,90039-3025,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/7/19,1131295,Donor,N/A,FALSE,,Run/Walk Registration,Male,47,91350-1864,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1158819,Donor,N/A,FALSE,4790,Run/Walk Registration,Male,35,98033-6368,I am a running enthusiast,,TRUE,$22.00,1,$22.00,1,0,0,TRUE
10/7/19,1129954,Donor,Yes,FALSE,4789,Run/Walk Registration,Female,37,37206-2634,I have lost someone to cancer,,TRUE,$50.00,1,$50.00,1,0,0,
10/7/19,1158824,Donor,N/A,FALSE,,Run/Walk Registration,Male,30,90007-3413,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/7/19,1046674,Donor,Yes,TRUE,5088,Run/Walk Registration,Female,47,93021-2752,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,11,TRUE
10/7/19,1245015,Unknown,N/A,FALSE,5088,Run/Walk Youth (11 & Under),Female,16,93021-2752,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/7/19,1245014,Unknown,N/A,FALSE,5088,Run/Walk Youth (11 & Under),Male,10,93021-2752,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/8/19,1158846,Unknown,N/A,FALSE,,Run/Walk Registration,Male,53,91342-2760,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/8/19,1158845,Donor,N/A,FALSE,,Run/Walk Youth (11 & Under),Female,16,91342-2760,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1061691,Donor,Yes,FALSE,5027,Run/Walk Registration,Female,44,91775-2725,I lost a loved one to pancreatic cancer,,TRUE,$56.00,1,$56.00,1,0,0,
10/8/19,1131339,Donor,N/A,FALSE,4926,Run/Walk Registration,Female,68,91355-2440,I am a running enthusiast,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1246901,Unknown,Yes,FALSE,5084,Run/Walk Youth (11 & Under),Male,15,90402-2645,I lost a loved one to pancreatic cancer,,TRUE,$10.00,1,$0.00,1,0,0,TRUE
10/8/19,1009879,Donor,Yes,FALSE,5084,Run/Walk Registration,Female,46,90403-5515,I lost a loved one to pancreatic cancer,,TRUE,$647.00,19,$0.00,20,0,21,
10/8/19,1246899,Unknown,Yes,FALSE,5084,Run/Walk Registration,Male,45,90403-5515,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/8/19,1183054,Donor,Yes,FALSE,5020,Run/Walk Registration,Female,27,92337-0791,,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1130283,Non-Donor,N/A,FALSE,5028,Run/Walk Registration,Male,36,90035-2628,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/8/19,1158859,Unknown,N/A,FALSE,5028,Run/Walk Registration,Female,36,90035-2628,I have lost someone to cancer,,FALSE,$0.00,0,$0.00,0,0,0,TRUE
10/8/19,1248900,Unknown,Yes,FALSE,5020,Run/Walk Registration,Female,68,92337-0791,,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1158863,Donor,N/A,FALSE,4849,Run/Walk Registration,Female,41,90404-5305,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/8/19,1158866,Unknown,N/A,FALSE,5084,Run/Walk Youth (11 & Under),Female,15,91367-6651,User Provided No Response,,TRUE,$0.00,0,$0.00,0,0,0,
10/8/19,1158864,Donor,N/A,FALSE,5084,Run/Walk Registration,Male,46,91304-3736,User Provided No Response,,TRUE,$150.00,1,$150.00,1,0,0,
10/8/19,1158865,Unknown,N/A,FALSE,5084,Run/Walk Registration,Female,43,91304-3736,User Provided No Response,,TRUE,$0.00,0,$0.00,0,0,0,
10/8/19,1089353,Donor,N/A,FALSE,4907,Run/Walk Registration,Female,71,91301-2729,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/8/19,1105326,Donor,Yes,FALSE,4779,Run/Walk Registration,Female,84,90292-5264,I have lost someone to cancer,,TRUE,$150.00,1,$150.00,1,0,0,
10/8/19,1105324,Donor,Yes,FALSE,4779,Run/Walk Registration,Male,76,90292-5264,I have lost someone to cancer,,TRUE,$150.00,1,$150.00,1,0,0,
10/8/19,1158870,Unknown,N/A,FALSE,5000,Run/Walk Registration,Male,43,97239-1033,I know someone with cancer,,TRUE,$0.00,0,$0.00,0,0,0,
10/8/19,1158869,Donor,N/A,FALSE,5000,Run/Walk Registration,Female,47,91030-4302,I know someone with cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1158877,Unknown,Yes,FALSE,5013,Run/Walk Youth (11 & Under),Male,14,91356-4811,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/8/19,1141344,Donor,Yes,FALSE,5013,Run/Walk Registration,Male,53,91364-2559,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1245868,Unknown,Yes,FALSE,5068,Run/Walk Registration,Male,37,91343-2133,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/8/19,1245867,Unknown,Yes,FALSE,5068,Run/Walk Registration,Female,36,91343-2133,I have lost someone to cancer,,TRUE,$0.00,0,$0.00,0,0,0,TRUE
10/8/19,1107409,Donor,Yes,FALSE,,Run/Walk Registration,Female,40,94158-2562,I am a member of the medical community,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
10/8/19,1090204,Donor,Yes,FALSE,5083,Run/Walk Registration,Male,72,90247-1815,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,
10/8/19,1172840,Donor,N/A,FALSE,,Run/Walk Registration,Female,28,90301-3805,I lost a loved one to pancreatic cancer,,TRUE,$5.00,1,$5.00,1,0,0,
10/8/19,1082301,Donor,N/A,FALSE,5079,Run/Walk Registration,Female,47,92780-6452,I lost a loved one to pancreatic cancer,,TRUE,$0.00,0,$0.00,1,0,0,TRUE
